Company,TypeName,Inches,Ram,OpSys,Weight,Price_euros,Screen_Width,Screen_Height,CPU_Brand,CPU_Frequency,Memory_Amount,Memory_Type,GPU_Brand
HP,Notebook,15.6,8,Windows 10,1.84,1349.0,1920,1080,Intel,2.6,256000,SSD,AMD
Lenovo,Gaming,15.6,8,No OS,2.5,1017.0,1920,1080,Intel,2.5,1000000,HDD,Nvidia
Dell,Ultrabook,13.3,16,Windows 10,1.29,2240.0,3200,1800,Intel,2.5,512000,SSD,Intel
HP,Notebook,15.6,4,Windows 10,2.07,910.0,1920,1080,Intel,2.3,500000,HDD,Intel
Lenovo,2in1_Convertible,13.3,8,Windows 10,1.37,1950.0,1920,1080,Intel,2.7,256000,SSD,Intel
Acer,Notebook,14.0,8,Windows 10,1.56,902.0,1920,1080,Intel,2.5,256000,SSD,Intel
Dell,Workstation,15.6,8,Windows 10,2.23,1778.0,1920,1080,Intel,2.8,1000000,HDD,Nvidia
Lenovo,Notebook,15.6,4,Windows 10,2.38,1055.0,1366,768,Intel,2.5,500000,HDD,Intel
Lenovo,Notebook,15.6,4,No OS,2.2,479.0,1920,1080,Intel,2.0,1000000,HDD,AMD
Lenovo,Notebook,13.3,4,Windows 10,1.44,735.0,1920,1080,Intel,2.4,180000,SSD,Intel
Dell,Ultrabook,12.5,8,Windows 10,1.6,1690.0,1920,1080,Intel,2.8,256000,SSD,Intel
Asus,Notebook,15.6,4,Linux,2.0,398.99,1366,768,Intel,1.1,1000000,HDD,Intel
Dell,Notebook,15.6,4,Windows 10,2.18,912.5,1920,1080,Intel,2.5,128000,SSD,Nvidia
HP,Notebook,15.6,4,Windows 10,2.04,839.0,1920,1080,Intel,2.5,256000,SSD,Intel
HP,2in1_Convertible,13.3,4,Windows 10,1.28,1700.0,1920,1080,Intel,2.5,256000,SSD,Intel
HP,2in1_Convertible,15.6,4,Windows 10,2.3,684.8,1366,768,Intel,2.5,500000,HDD,Intel
Asus,Notebook,14.1,4,Windows 10,1.65,348.0,1366,768,Intel,1.1,32000,Flash,Intel
Lenovo,Notebook,15.6,8,Windows 10,2.2,669.0,1920,1080,Intel,2.5,1000000,HDD,Nvidia
Dell,Notebook,15.6,4,Windows 10,2.2,369.0,1366,768,Intel,1.6,500000,HDD,Intel
HP,2in1_Convertible,13.3,4,Windows 10,1.28,1799.0,1920,1080,Intel,2.5,256000,SSD,Intel
Dell,Notebook,15.6,4,Linux,2.18,455.7,1366,768,Intel,2.0,1000000,HDD,AMD
Asus,Gaming,17.3,12,Windows 10,2.2,1369.9,1920,1080,Intel,2.5,128000,SSD,Nvidia
Acer,Netbook,11.6,4,Chrome OS,1.25,297.0,1366,768,Intel,1.6,32000,Flash,Intel
Lenovo,Notebook,17.3,4,Windows 10,2.8,379.0,1600,900,AMD,2.2,500000,HDD,AMD
HP,Notebook,14.0,4,Windows 10,1.95,1265.0,1920,1080,Intel,2.5,128000,SSD,Intel
HP,2in1_Convertible,13.3,16,Windows 10,1.42,1399.0,3200,1800,Intel,2.7,256000,SSD,Intel
Lenovo,Ultrabook,14.0,8,Windows 10,1.32,1799.0,1920,1080,Intel,2.5,256000,SSD,Intel
Dell,Gaming,15.6,8,Linux,2.62,929.0,1920,1080,Intel,2.8,1000000,HDD,Nvidia
HP,Notebook,15.6,8,Windows 10,2.04,900.0,1920,1080,Intel,2.7,1000000,HDD,Nvidia
Dell,Notebook,15.6,4,Windows 10,2.18,614.0,1366,768,Intel,2.0,1000000,HDD,AMD
Dell,Notebook,15.6,8,Windows 10,1.9,935.0,1920,1080,Intel,2.6,500000,HDD,Intel
Dell,2in1_Convertible,13.3,8,Windows 10,1.24,2013.1,3200,1800,Intel,1.3,512000,SSD,Intel
Asus,Gaming,17.3,32,Windows 10,3.58,1279.0,1920,1080,Intel,2.7,256000,SSD,Nvidia
Dell,2in1_Convertible,13.3,16,Windows 10,1.22,1649.0,1920,1080,Intel,1.3,256000,SSD,Intel
Lenovo,Ultrabook,14.0,8,Windows 10,1.13,2049.0,1920,1080,Intel,2.7,256000,Flash,Intel
Lenovo,Notebook,15.6,8,Windows 10,1.95,1962.99,1920,1080,Intel,2.5,512000,SSD,Intel
HP,Netbook,12.5,8,Windows 10,1.26,1483.0,1920,1080,Intel,2.7,512000,SSD,Intel
Acer,Notebook,15.6,4,Chrome OS,2.2,359.0,1920,1080,Intel,1.5,16000,Flash,Intel
Lenovo,Notebook,15.6,8,Windows 10,2.6,789.0,1920,1080,Intel,2.3,128000,SSD,Nvidia
Dell,Notebook,14.0,8,Windows 10,1.6,1205.0,1920,1080,Intel,2.8,256000,SSD,Intel
HP,Ultrabook,12.5,8,Windows 10,1.09,3100.0,3840,2160,Intel,1.2,240000,SSD,Intel
Lenovo,Notebook,15.6,6,Windows 10,2.2,789.0,1920,1080,Intel,2.7,256000,SSD,Nvidia
HP,Notebook,15.6,8,Windows 10,2.04,1018.99,1920,1080,Intel,2.7,256000,SSD,Nvidia
Acer,Notebook,15.6,4,Windows 10,2.4,499.0,1920,1080,Intel,2.4,1000000,HDD,Intel
Lenovo,Notebook,13.3,4,Windows 10,1.44,881.0,1920,1080,Intel,2.5,128000,SSD,Intel
HP,Notebook,13.3,8,Windows 10,1.49,960.0,1920,1080,Intel,2.5,256000,SSD,Intel
Dell,Gaming,15.6,16,Windows 10,2.6,1349.0,1920,1080,Intel,2.8,128000,SSD,Nvidia
Dell,Notebook,15.6,4,Windows 10,2.18,684.99,1366,768,Intel,2.5,1000000,HDD,AMD
HP,Ultrabook,15.6,8,Windows 10,1.84,1296.99,1920,1080,Intel,2.5,256000,SSD,AMD
HP,Ultrabook,13.3,8,Windows 10,1.39,1149.0,3200,1800,Intel,2.7,256000,SSD,Intel
Lenovo,2in1_Convertible,13.3,8,Windows 10,1.37,1825.0,1920,1080,Intel,2.5,512000,SSD,Intel
Dell,Notebook,15.6,4,Windows 10,1.95,729.9,1366,768,Intel,2.3,500000,HDD,Intel
Lenovo,Ultrabook,12.5,8,Windows 10,1.36,1650.0,1920,1080,Intel,2.7,256000,SSD,Intel
HP,Notebook,15.6,8,Windows 10,2.31,1165.0,1920,1080,Intel,2.3,256000,SSD,Intel
Dell,Notebook,15.6,4,Windows 10,2.18,708.06,1366,768,Intel,2.5,1000000,HDD,Intel
HP,Notebook,14.0,4,Windows 10,1.95,1149.0,1366,768,Intel,2.3,500000,HDD,Intel
Lenovo,Notebook,15.6,4,Windows 10,2.2,309.0,1366,768,Intel,1.1,1000000,HDD,Intel
HP,Ultrabook,12.5,4,Windows 10,1.26,1579.0,1920,1080,Intel,2.3,500000,HDD,Intel
HP,Notebook,15.6,4,No OS,1.86,288.9,1366,768,Intel,1.6,1000000,HDD,Intel
Lenovo,2in1_Convertible,13.3,16,Windows 10,1.3,1799.0,3200,1800,Intel,2.2,1000000,SSD,Intel
HP,Netbook,12.5,8,Windows 10,1.26,1669.0,1920,1080,Intel,2.3,256000,SSD,Intel
Dell,Notebook,15.6,4,Windows 10,2.18,558.6,1366,768,Intel,2.0,1000000,HDD,Intel
Dell,Ultrabook,14.0,8,Windows 10,1.36,1639.0,1920,1080,Intel,2.5,256000,SSD,Intel
Dell,Gaming,17.3,16,Windows 10,4.36,2758.0,2560,1440,Intel,2.7,512000,SSD,Nvidia
HP,Gaming,17.3,8,Windows 10,2.75,1399.0,1920,1080,Intel,2.3,128000,SSD,Nvidia
Asus,Notebook,17.3,4,Windows 10,2.8,530.0,1600,900,Intel,1.6,1000000,HDD,Nvidia
Acer,Notebook,15.6,4,Windows 10,2.23,619.0,1366,768,Intel,2.5,500000,HDD,Intel
Lenovo,2in1_Convertible,11.3,8,Windows 10,1.1,1299.0,1920,1080,Intel,1.2,256000,SSD,Intel
Lenovo,Gaming,15.6,16,Windows 10,2.5,999.0,1920,1080,AMD,2.1,512000,SSD,AMD
Dell,Ultrabook,12.5,8,Windows 10,1.36,1472.2,1920,1080,Intel,2.5,256000,SSD,Intel
Lenovo,Notebook,15.6,8,No OS,2.2,685.0,1920,1080,Intel,2.7,1000000,HDD,Nvidia
Dell,Notebook,17.3,4,Windows 10,2.36,659.0,1600,900,Intel,2.0,1000000,HDD,AMD
Acer,Notebook,14.0,4,Chrome OS,1.68,349.0,1366,768,Intel,1.6,32000,Flash,Intel
HP,Workstation,15.6,8,Windows 10,2.0,2249.0,1920,1080,Intel,2.7,8000,SSD,Nvidia
Dell,Ultrabook,14.0,8,Windows 10,1.36,1775.0,1920,1080,Intel,2.8,256000,SSD,Intel
Asus,2in1_Convertible,12.5,8,Chrome OS,1.2,1159.0,1920,1080,Intel,1.2,64000,Flash,Intel
Lenovo,Ultrabook,14.0,8,Windows 10,1.7,1488.99,1920,1080,Intel,2.6,256000,SSD,Intel
Dell,Gaming,17.3,16,Windows 10,4.36,3154.0,3840,2160,Intel,2.8,512000,SSD,Nvidia
Dell,2in1_Convertible,13.3,8,Windows 10,1.24,1899.0,1920,1080,Intel,1.2,256000,SSD,Intel
HP,2in1_Convertible,11.6,4,Windows 10,1.45,775.0,1366,768,Intel,1.1,256000,SSD,Intel
Dell,Ultrabook,13.3,8,Windows 10,1.3,1268.0,3200,1800,Intel,2.5,256000,SSD,Intel
Acer,2in1_Convertible,11.6,4,Chrome OS,1.25,389.0,1366,768,Intel,1.6,32000,Flash,Intel
Lenovo,Ultrabook,12.5,8,Windows 10,1.36,1760.0,1920,1080,Intel,2.6,256000,SSD,Intel
Acer,Notebook,15.6,12,Windows 10,2.4,1009.0,1920,1080,Intel,2.5,128000,SSD,Nvidia
HP,Notebook,15.6,8,Windows 10,2.04,846.5,1366,768,Intel,2.5,1000000,HDD,Nvidia
Dell,Notebook,15.6,4,Linux,2.25,465.62,1366,768,Intel,2.0,1000000,HDD,AMD
Dell,Notebook,15.6,4,Windows 10,1.9,825.0,1366,768,Intel,2.5,500000,HDD,Intel
HP,Notebook,15.6,4,Windows 10,2.04,685.0,1920,1080,Intel,2.4,500000,HDD,Intel
Dell,Gaming,17.3,32,Windows 10,4.42,3149.0,1920,1080,Intel,2.8,256000,SSD,Nvidia
Lenovo,Notebook,15.6,6,Windows 10,2.4,695.0,1920,1080,Intel,2.5,256000,SSD,Nvidia
Dell,2in1_Convertible,13.3,16,Windows 10,1.22,1899.0,3200,1800,Intel,1.3,512000,SSD,Intel
Dell,Ultrabook,14.0,8,Windows 10,1.5,1962.98,2560,1440,Intel,2.6,256000,SSD,Intel
Dell,Gaming,17.3,32,Windows 10,4.42,2800.0,1920,1080,Intel,2.6,256000,SSD,Nvidia
Asus,Gaming,17.3,16,Windows 10,2.73,2049.9,1920,1080,Intel,2.8,256000,SSD,Nvidia
HP,Notebook,15.6,8,Windows 10,2.04,979.0,1920,1080,Intel,2.7,128000,SSD,Nvidia
Lenovo,Notebook,14.0,4,Windows 7,1.7,1002.0,1366,768,Intel,2.3,508000,Hybrid,Intel
Asus,2in1_Convertible,15.6,16,Windows 10,2.3,1799.0,3840,2160,Intel,2.7,512000,SSD,Nvidia
HP,Notebook,15.6,6,Windows 10,2.04,579.0,1366,768,Intel,2.7,1000000,HDD,Intel
Asus,Gaming,17.3,16,Windows 10,2.99,1749.0,1920,1080,Intel,2.8,256000,SSD,Nvidia
Dell,2in1_Convertible,15.6,12,Windows 10,2.19,1299.0,1920,1080,Intel,2.7,512000,SSD,Intel
Lenovo,Notebook,15.6,6,Windows 10,2.2,549.0,1920,1080,AMD,3.6,256000,SSD,AMD
Dell,Notebook,15.6,4,Windows 10,2.25,599.0,1366,768,Intel,2.5,500000,HDD,AMD
HP,Notebook,15.6,8,Windows 10,2.04,806.0,1920,1080,Intel,2.5,1000000,HDD,Intel
Lenovo,Gaming,15.6,8,Windows 10,2.5,1189.0,1920,1080,Intel,2.8,128000,SSD,Nvidia
Dell,Notebook,15.6,8,Windows 10,2.36,749.0,1366,768,Intel,2.7,1000000,HDD,AMD
Dell,Notebook,14.0,8,Windows 10,1.6,1119.0,1920,1080,Intel,2.5,128000,SSD,Intel
HP,Netbook,12.5,8,Windows 10,0.97,1908.0,1920,1080,Intel,1.2,512000,SSD,Intel
HP,Notebook,15.6,4,Windows 10,2.1,499.0,1920,1080,Intel,2.0,128000,SSD,AMD
Lenovo,Notebook,15.6,4,No OS,1.9,270.62,1366,768,Intel,1.1,128000,SSD,Intel
Lenovo,Notebook,15.6,8,Windows 10,2.3,1349.0,1920,1080,Intel,2.3,256000,SSD,Intel
Dell,2in1_Convertible,13.3,8,Windows 10,1.68,889.0,1920,1080,Intel,2.5,256000,SSD,Intel
Asus,Notebook,13.3,8,Windows 10,1.4,1150.0,3200,1800,Intel,2.5,256000,SSD,Intel
HP,Ultrabook,13.3,8,Windows 10,1.11,1349.0,1920,1080,Intel,2.7,256000,SSD,Intel
Acer,Notebook,15.6,4,Windows 10,2.4,380.0,1366,768,Intel,1.1,500000,HDD,Intel
Asus,Gaming,15.6,16,Windows 10,2.5,1799.0,1920,1080,Intel,2.8,256000,SSD,Nvidia
HP,Ultrabook,14.0,8,Windows 10,1.48,2089.0,1920,1080,Intel,2.7,512000,SSD,Intel
Acer,Gaming,15.6,8,Windows 10,2.7,1260.0,1920,1080,Intel,2.8,128000,SSD,Nvidia
HP,Notebook,13.3,8,Windows 10,1.34,1189.0,1920,1080,Intel,2.5,256000,SSD,Intel
Dell,Notebook,15.6,4,Windows 10,2.18,547.0,1366,768,Intel,2.4,128000,SSD,Intel
HP,Notebook,14.0,4,Windows 10,1.64,779.0,1366,768,Intel,2.5,500000,HDD,Intel
HP,Notebook,14.0,4,Windows 10,1.48,1099.99,1366,768,Intel,2.4,256000,SSD,Intel
HP,Notebook,14.0,4,Windows 10,1.95,1205.0,1920,1080,Intel,2.5,256000,SSD,Intel
HP,Ultrabook,14.0,8,Windows 7,1.43,1449.0,1920,1080,Intel,2.6,256000,SSD,Intel
HP,Notebook,14.0,8,Windows 10,1.64,1049.26,1920,1080,Intel,2.5,256000,SSD,Nvidia
HP,Notebook,14.0,4,Windows 10,1.64,684.0,1366,768,Intel,2.4,500000,HDD,Intel
Dell,Gaming,15.6,8,Windows 10,2.65,949.0,1920,1080,Intel,2.5,1000000,Hybrid,Nvidia
HP,Ultrabook,12.5,4,Windows 10,1.26,1539.0,1920,1080,Intel,2.5,500000,HDD,Intel
HP,Notebook,14.0,4,Windows 10,1.48,1590.0,1920,1080,Intel,2.5,256000,SSD,Intel
HP,Ultrabook,14.0,8,Windows 10,1.54,1887.21,1920,1080,Intel,2.5,256000,SSD,Intel
HP,Notebook,13.3,4,Windows 10,1.49,800.0,1366,768,Intel,2.4,500000,HDD,Intel
HP,Notebook,15.6,4,Windows 10,2.04,769.99,1366,768,Intel,2.4,256000,SSD,Intel
Lenovo,Notebook,17.3,16,Windows 7,2.4,2968.0,3840,2160,Intel,2.7,512000,SSD,Nvidia
HP,Notebook,14.0,8,Windows 10,1.43,2229.0,1920,1080,Intel,2.5,256000,SSD,Intel
Dell,2in1_Convertible,15.6,4,Windows 10,2.08,795.99,1920,1080,Intel,2.3,1000000,HDD,Intel
HP,Notebook,13.3,8,Windows 10,1.11,1149.0,1920,1080,Intel,2.5,256000,SSD,Intel
HP,Notebook,14.0,8,Windows 10,1.64,1185.43,1920,1080,Intel,2.7,256000,SSD,Nvidia
Dell,Notebook,15.6,8,Windows 10,2.09,1046.44,1920,1080,Intel,2.4,500000,HDD,Intel
HP,Ultrabook,12.5,4,Windows 10,1.26,1559.0,1366,768,Intel,2.5,256000,SSD,Intel
HP,Notebook,14.0,4,Windows 10,2.31,1189.0,1366,768,Intel,2.5,500000,HDD,Intel
HP,Notebook,14.0,4,Windows 10,1.95,1060.0,1366,768,Intel,2.5,500000,HDD,Intel
Dell,Ultrabook,13.3,8,Windows 10,1.29,1624.0,3200,1800,Intel,2.5,256000,SSD,Intel
HP,Notebook,17.3,8,Windows 10,2.63,1080.0,1920,1080,Intel,2.5,256000,SSD,Nvidia
HP,Notebook,14.0,4,Windows 10,1.64,973.0,1366,768,Intel,2.5,256000,SSD,Intel
Acer,Notebook,15.6,6,Windows 10,2.1,409.0,1366,768,AMD,3.0,1000000,HDD,AMD
HP,Notebook,14.0,8,Windows 7,1.95,1195.0,1920,1080,Intel,2.3,256000,SSD,Intel
HP,Notebook,15.6,8,Windows 10,1.84,1228.99,1920,1080,Intel,2.5,256000,SSD,Intel
HP,Ultrabook,12.5,8,Windows 10,1.26,1349.0,1920,1080,Intel,2.5,256000,SSD,Intel
HP,Notebook,15.6,4,Windows 10,2.04,742.0,1366,768,Intel,2.5,500000,HDD,Intel
Dell,Notebook,15.6,8,Windows 7,2.09,1062.95,1920,1080,Intel,2.4,256000,SSD,Intel
HP,Notebook,14.0,8,Windows 10,1.64,1010.51,1920,1080,Intel,2.5,256000,SSD,Intel
Lenovo,2in1_Convertible,15.6,4,Windows 10,1.8,847.0,1920,1080,Intel,2.5,256000,SSD,Intel
Lenovo,Notebook,15.6,8,Windows 10,2.3,1049.6,1920,1080,Intel,2.3,256000,SSD,Intel
HP,Notebook,14.0,4,Windows 10,1.54,1000.0,1920,1080,Intel,2.3,500000,HDD,Intel
HP,Notebook,15.6,8,Windows 10,1.84,2103.34,1920,1080,Intel,2.4,256000,SSD,Intel
HP,Notebook,14.0,8,Windows 7,1.43,1469.0,1920,1080,Intel,2.3,256000,SSD,Intel
Lenovo,Gaming,17.3,16,Windows 10,4.6,2289.99,1920,1080,Intel,2.6,128000,SSD,Nvidia
Asus,Netbook,11.6,4,Chrome OS,1.2,287.9,1366,768,Intel,1.6,16000,Flash,Intel
Lenovo,Notebook,14.0,16,Windows 7,1.1,2620.0,2560,1440,Intel,2.6,256000,SSD,Intel
HP,Notebook,15.6,8,Windows 10,1.91,979.0,1920,1080,Intel,2.7,1000000,HDD,Nvidia
Dell,2in1_Convertible,15.6,8,Windows 10,2.3,1094.0,1920,1080,Intel,2.7,256000,SSD,Intel
HP,Notebook,15.6,4,Windows 10,2.04,979.0,1366,768,Intel,2.5,256000,SSD,Intel
Dell,Ultrabook,13.3,16,Windows 10,1.2,2254.0,3200,1800,Intel,2.7,1000000,SSD,Intel
HP,Notebook,15.6,4,Windows 10,2.31,705.15,1366,768,Intel,2.3,500000,HDD,Intel
HP,Notebook,15.6,4,No OS,1.96,499.0,1366,768,Intel,2.5,500000,HDD,Intel
Acer,Notebook,15.6,8,Windows 10,2.4,449.0,1366,768,AMD,2.2,1000000,HDD,AMD
Dell,2in1_Convertible,13.3,12,Windows 10,1.6,1299.0,1920,1080,Intel,2.7,256000,SSD,Intel
HP,Notebook,15.6,8,Windows 10,2.04,1070.0,1920,1080,Intel,2.7,256000,SSD,Intel
Asus,Gaming,17.3,16,No OS,4.0,998.0,1920,1080,Intel,2.6,1000000,HDD,Nvidia
Dell,Notebook,15.6,4,Windows 10,2.25,559.0,1920,1080,Intel,2.5,1000000,HDD,Intel
Dell,Notebook,15.6,16,Windows 10,2.32,989.99,1920,1080,Intel,2.7,2000000,HDD,AMD
Dell,Ultrabook,13.3,8,Windows 10,1.29,1458.0,1920,1080,Intel,2.7,256000,SSD,Intel
Asus,Gaming,17.3,64,Windows 10,3.58,3975.0,1920,1080,Intel,2.7,1000000,SSD,Nvidia
Dell,2in1_Convertible,13.3,8,Windows 10,1.62,798.01,1920,1080,Intel,2.5,256000,SSD,Intel
Dell,Gaming,15.6,16,Windows 10,3.21,1329.0,3840,2160,Intel,2.6,256000,SSD,Nvidia
Dell,Notebook,15.6,4,Windows 10,2.06,481.98,1366,768,Intel,2.3,500000,HDD,Intel
HP,Notebook,15.6,4,Windows 10,2.31,1199.0,1366,768,Intel,2.3,500000,HDD,Intel
HP,Ultrabook,12.5,8,Windows 7,1.26,1199.0,1920,1080,Intel,2.3,256000,SSD,Intel
HP,Notebook,13.3,8,Windows 10,1.49,1090.0,1920,1080,Intel,2.7,256000,SSD,Intel
Lenovo,Ultrabook,12.5,8,Windows 10,1.3,1713.49,1920,1080,Intel,2.5,256000,SSD,Intel
Lenovo,Notebook,17.3,8,Windows 10,3.0,659.0,1600,900,Intel,2.3,1000000,HDD,AMD
Lenovo,Notebook,15.6,4,Windows 10,2.3,977.0,1920,1080,Intel,2.3,1000000,HDD,Nvidia
Lenovo,Notebook,15.6,4,Windows 10,2.1,540.0,1366,768,Intel,2.3,500000,HDD,Intel
HP,Notebook,15.6,4,Windows 7,2.31,940.0,1920,1080,Intel,2.3,500000,HDD,Intel
Lenovo,Ultrabook,12.5,8,Windows 10,0.99,1399.0,2560,1440,Intel,1.2,512000,SSD,Intel
Lenovo,Gaming,17.3,32,Windows 10,4.6,3240.0,1920,1080,Intel,2.7,512000,SSD,Nvidia
Lenovo,2in1_Convertible,10.1,4,Windows 10,0.69,646.27,1920,1200,Intel,1.44,64000,Flash,Intel
HP,Ultrabook,13.3,16,Windows 10,1.3,2049.0,3840,2160,Intel,2.7,512000,SSD,Intel
Dell,Notebook,15.6,8,Windows 10,2.18,750.0,1920,1080,Intel,2.5,256000,SSD,Intel
HP,Notebook,14.0,4,Windows 7,1.54,1030.99,1920,1080,Intel,2.3,500000,HDD,Intel
HP,Workstation,15.6,8,Windows 7,1.9,1495.0,1920,1080,Intel,2.5,256000,SSD,AMD
Lenovo,Notebook,14.0,8,Windows 7,1.7,1199.0,1920,1080,Intel,2.3,180000,SSD,Intel
HP,Notebook,13.3,4,Chrome OS,1.29,615.0,3200,1800,Intel,1.5,32000,Flash,Intel
Acer,Notebook,15.6,4,Windows 10,2.4,387.0,1366,768,AMD,2.2,500000,HDD,AMD
Dell,Notebook,15.6,4,Linux,2.2,393.49,1366,768,Intel,1.6,500000,HDD,Intel
HP,Notebook,15.6,4,No OS,1.86,345.99,1366,768,Intel,2.0,1000000,HDD,Intel
Asus,Gaming,17.3,8,Windows 10,2.7,1599.0,1920,1080,Intel,2.8,256000,SSD,Nvidia
Dell,Ultrabook,13.3,4,Windows 10,1.4,818.35,1920,1080,Intel,1.6,256000,SSD,AMD
HP,Netbook,12.5,4,Windows 7,2.4,1599.0,1366,768,Intel,2.3,128000,SSD,Intel
Acer,Notebook,15.6,8,Windows 10,2.4,799.0,1920,1080,Intel,2.5,256000,SSD,Nvidia
Dell,Notebook,15.6,8,Windows 10,2.36,638.8,1920,1080,Intel,2.5,1000000,HDD,AMD
HP,Notebook,15.6,4,Windows 10,1.96,500.0,1366,768,Intel,1.6,1000000,HDD,Intel
Asus,Gaming,17.3,16,Windows 10,4.3,2299.0,1920,1080,Intel,2.6,128000,SSD,Nvidia
Dell,Ultrabook,12.5,4,Windows 7,1.5,1135.15,1366,768,Intel,2.3,500000,HDD,Intel
Dell,Ultrabook,12.5,4,Windows 7,1.5,1166.97,1366,768,Intel,2.3,128000,SSD,Intel
Acer,Notebook,15.6,4,Chrome OS,2.2,209.0,1366,768,Intel,1.5,16000,SSD,Intel
HP,Workstation,17.3,8,Windows 7,3.0,2899.0,1920,1080,Intel,2.6,1000000,HDD,AMD
Lenovo,Gaming,15.6,16,Windows 10,2.4,1199.0,1920,1080,Intel,2.8,512000,SSD,Nvidia
Dell,Ultrabook,12.5,8,Windows 7,1.5,1413.1,1366,768,Intel,2.3,256000,SSD,Intel
Lenovo,2in1_Convertible,15.6,4,Windows 10,2.1,867.0,1920,1080,Intel,2.3,256000,SSD,Intel
HP,Notebook,15.6,4,Windows 10,2.1,398.0,1920,1080,AMD,2.5,1000000,HDD,AMD
Asus,Gaming,15.6,16,Windows 10,2.59,1339.0,1920,1080,Intel,2.6,128000,SSD,Nvidia
HP,Notebook,13.3,8,Windows 10,1.16,1699.0,3200,1800,Intel,1.1,256000,SSD,Intel
Dell,Notebook,15.6,4,Windows 7,2.24,769.15,1366,768,Intel,2.3,500000,HDD,AMD
Lenovo,Notebook,15.6,4,Windows 10,2.1,429.0,1366,768,Intel,2.0,128000,SSD,Intel
HP,Ultrabook,13.3,8,Windows 10,1.16,1969.0,1920,1080,Intel,2.5,512000,SSD,Intel
Lenovo,2in1_Convertible,10.1,4,Android,0.69,549.0,1920,1200,Intel,1.44,64000,Flash,Intel
Dell,Ultrabook,13.3,8,Windows 10,1.23,1379.0,1920,1080,Intel,2.4,256000,SSD,Intel
Lenovo,Gaming,17.3,16,Windows 10,4.6,2749.99,1920,1080,Intel,2.7,256000,SSD,Nvidia
Asus,Gaming,17.3,8,Windows 10,3.52,1312.49,1920,1080,Intel,2.6,128000,SSD,Nvidia
HP,Notebook,13.3,8,Windows 10,1.16,1690.0,1920,1080,Intel,2.3,256000,SSD,Intel
HP,Notebook,14.0,8,Windows 7,1.43,1513.0,1920,1080,Intel,2.3,256000,SSD,Intel
Dell,Notebook,15.6,4,Linux,2.09,523.63,1366,768,Intel,2.3,500000,HDD,Intel
Asus,Notebook,15.6,4,Windows 10,2.0,435.0,1366,768,Intel,2.4,1000000,HDD,Intel
Lenovo,2in1_Convertible,14.0,8,Windows 10,1.8,1669.0,1920,1080,Intel,2.5,256000,SSD,Intel
Lenovo,2in1_Convertible,10.1,4,Windows 10,0.69,479.0,1920,1200,Intel,1.44,64000,Flash,Intel
HP,Ultrabook,12.5,8,Windows 7,1.26,1895.0,1366,768,Intel,2.4,256000,SSD,Intel
Lenovo,Gaming,15.6,8,No OS,2.4,989.0,1920,1080,Intel,2.5,128000,SSD,Nvidia
HP,Gaming,17.3,8,Windows 10,3.35,1129.0,1920,1080,Intel,2.3,128000,SSD,Nvidia
HP,Notebook,15.6,8,Windows 10,2.04,629.0,1366,768,Intel,2.7,2000000,HDD,Intel
Lenovo,2in1_Convertible,14.0,8,Windows 7,1.8,2050.38,1920,1080,Intel,2.6,512000,SSD,Nvidia
Asus,Notebook,14.0,4,Windows 10,1.5,278.0,1366,768,Intel,1.1,32000,Flash,Intel
HP,Ultrabook,15.6,8,Windows 10,1.84,752.0,1920,1080,Intel,2.7,256000,SSD,Intel
Acer,Notebook,15.6,4,Windows 10,2.23,616.0,1920,1080,Intel,2.5,1000000,HDD,Nvidia
Lenovo,Notebook,15.6,16,Windows 10,2.5,1099.0,1920,1080,Intel,2.5,1000000,Hybrid,AMD
HP,Workstation,17.3,8,Windows 7,3.0,3949.4,1920,1080,Intel,2.6,256000,SSD,Nvidia
Dell,Notebook,15.6,8,Windows 10,2.5,784.0,1366,768,Intel,2.5,1000000,HDD,AMD
HP,Ultrabook,15.6,8,Windows 7,1.88,2171.72,1920,1080,Intel,2.5,256000,SSD,Intel
Lenovo,2in1_Convertible,14.0,16,Windows 10,2.8,2440.0,2560,1440,Intel,2.6,512000,SSD,Intel
HP,2in1_Convertible,13.3,8,Windows 10,1.48,1629.0,1920,1080,Intel,2.4,256000,SSD,Intel
HP,Workstation,15.6,8,Windows 7,2.59,2229.0,1920,1080,Intel,2.6,256000,SSD,Nvidia
HP,2in1_Convertible,13.3,8,Windows 10,1.48,1799.0,2560,1440,Intel,2.6,256000,SSD,Intel
HP,Workstation,15.6,8,Windows 7,2.0,1899.0,1920,1080,Intel,2.6,256000,SSD,Nvidia
HP,Ultrabook,12.5,8,Windows 7,1.26,2296.95,1920,1080,Intel,2.5,256000,SSD,Intel
Dell,Notebook,15.6,8,Windows 10,2.18,1009.9,1920,1080,Intel,2.7,256000,SSD,Nvidia
HP,Notebook,15.6,8,Windows 7,1.88,1579.0,1920,1080,Intel,2.3,256000,SSD,Intel
Lenovo,2in1_Convertible,14.0,8,Windows 10,1.27,2339.0,2560,1440,Intel,2.5,256000,SSD,Intel
Lenovo,Notebook,15.6,4,No OS,1.9,339.0,1366,768,Intel,2.0,1000000,HDD,Intel
HP,Notebook,15.6,4,Windows 10,1.86,297.0,1366,768,AMD,1.8,500000,HDD,AMD
Lenovo,Notebook,15.6,8,No OS,2.32,599.0,1920,1080,Intel,2.3,1000000,HDD,AMD
